"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"CHE","EMP","WOMEN","PC_WKGPOP","A","2012",73,
"CHE","EMP","WOMEN","PC_WKGPOP","A","2013",73.2,
"CHE","EMP","WOMEN","PC_WKGPOP","A","2014",74.075,
"CHE","EMP","WOMEN","PC_WKGPOP","A","2015",74.7,
"CHE","EMP","WOMEN","PC_WKGPOP","A","2016",75.425,
"CHE","EMP","WOMEN","PC_WKGPOP","A","2017",75.2,
"CHE","EMP","WOMEN","PC_WKGPOP","A","2018",75.675,
"CHE","EMP","WOMEN","PC_WKGPOP","A","2019",76.35,
"CHE","EMP","WOMEN","PC_WKGPOP","A","2020",75.9,"B"
"CHE","EMP","WOMEN","PC_WKGPOP","A","2021",75.375,
"TUR","EMP","WOMEN","PC_WKGPOP","A","2006",22.75,
"TUR","EMP","WOMEN","PC_WKGPOP","A","2007",22.775,
"TUR","EMP","WOMEN","PC_WKGPOP","A","2008",23.5,
"TUR","EMP","WOMEN","PC_WKGPOP","A","2009",24.225,
"TUR","EMP","WOMEN","PC_WKGPOP","A","2010",26.175,
"TUR","EMP","WOMEN","PC_WKGPOP","A","2011",27.825,
"TUR","EMP","WOMEN","PC_WKGPOP","A","2012",28.725,
"TUR","EMP","WOMEN","PC_WKGPOP","A","2013",29.65,"B"
"TUR","EMP","WOMEN","PC_WKGPOP","A","2014",29.5,
"TUR","EMP","WOMEN","PC_WKGPOP","A","2015",30.45,
"TUR","EMP","WOMEN","PC_WKGPOP","A","2016",31.15,
"TUR","EMP","WOMEN","PC_WKGPOP","A","2017",32.175,
"TUR","EMP","WOMEN","PC_WKGPOP","A","2018",32.925,
"TUR","EMP","WOMEN","PC_WKGPOP","A","2019",32.2,
"TUR","EMP","WOMEN","PC_WKGPOP","A","2020",29.675,"B"
"TUR","EMP","WOMEN","PC_WKGPOP","A","2021",31.725,
"GBR","EMP","WOMEN","PC_WKGPOP","A","1993",61.825,
"GBR","EMP","WOMEN","PC_WKGPOP","A","1994",62.2,
"GBR","EMP","WOMEN","PC_WKGPOP","A","1995",62.825,
"GBR","EMP","WOMEN","PC_WKGPOP","A","1996",63.525,
"GBR","EMP","WOMEN","PC_WKGPOP","A","1997",64.25,
"GBR","EMP","WOMEN","PC_WKGPOP","A","1998",64.675,
"GBR","EMP","WOMEN","PC_WKGPOP","A","1999",65.35,
"GBR","EMP","WOMEN","PC_WKGPOP","A","2000",65.875,
"GBR","EMP","WOMEN","PC_WKGPOP","A","2001",66.05,
"GBR","EMP","WOMEN","PC_WKGPOP","A","2002",66.35,
"GBR","EMP","WOMEN","PC_WKGPOP","A","2003",66.45,
"GBR","EMP","WOMEN","PC_WKGPOP","A","2004",66.725,
"GBR","EMP","WOMEN","PC_WKGPOP","A","2005",66.85,
"GBR","EMP","WOMEN","PC_WKGPOP","A","2006",66.85,
"GBR","EMP","WOMEN","PC_WKGPOP","A","2007",66.575,
"GBR","EMP","WOMEN","PC_WKGPOP","A","2008",66.775,
"GBR","EMP","WOMEN","PC_WKGPOP","A","2009",65.85,
"GBR","EMP","WOMEN","PC_WKGPOP","A","2010",65.45,
"GBR","EMP","WOMEN","PC_WKGPOP","A","2011",65.4,
"GBR","EMP","WOMEN","PC_WKGPOP","A","2012",65.925,
"GBR","EMP","WOMEN","PC_WKGPOP","A","2013",66.75,
"GBR","EMP","WOMEN","PC_WKGPOP","A","2014",68.05,
"GBR","EMP","WOMEN","PC_WKGPOP","A","2015",68.85,
"GBR","EMP","WOMEN","PC_WKGPOP","A","2016",69.625,
"GBR","EMP","WOMEN","PC_WKGPOP","A","2017",70.525,
"GBR","EMP","WOMEN","PC_WKGPOP","A","2018",71.175,
"GBR","EMP","WOMEN","PC_WKGPOP","A","2019",72.025,
"GBR","EMP","WOMEN","PC_WKGPOP","A","2020",71.85,
"GBR","EMP","WOMEN","PC_WKGPOP","A","2021",71.95,
"USA","EMP","WOMEN","PC_WKGPOP","A","1956",38.72495,
"USA","EMP","WOMEN","PC_WKGPOP","A","1957",38.94115,
"USA","EMP","WOMEN","PC_WKGPOP","A","1958",38.32747,
"USA","EMP","WOMEN","PC_WKGPOP","A","1959",38.88362,
"USA","EMP","WOMEN","PC_WKGPOP","A","1960",39.49382,
"USA","EMP","WOMEN","PC_WKGPOP","A","1961",39.40096,
"USA","EMP","WOMEN","PC_WKGPOP","A","1962",39.97932,
"USA","EMP","WOMEN","PC_WKGPOP","A","1963",40.35784,
"USA","EMP","WOMEN","PC_WKGPOP","A","1964",40.84246,
"USA","EMP","WOMEN","PC_WKGPOP","A","1965",41.78971,
"USA","EMP","WOMEN","PC_WKGPOP","A","1966",43.31827,
"USA","EMP","WOMEN","PC_WKGPOP","A","1967",44.15122,
"USA","EMP","WOMEN","PC_WKGPOP","A","1968",44.91733,
"USA","EMP","WOMEN","PC_WKGPOP","A","1969",46.15696,
"USA","EMP","WOMEN","PC_WKGPOP","A","1970",46.33185,
"USA","EMP","WOMEN","PC_WKGPOP","A","1971",45.90179,
"USA","EMP","WOMEN","PC_WKGPOP","A","1972",46.75859,
"USA","EMP","WOMEN","PC_WKGPOP","A","1973",48.12076,
"USA","EMP","WOMEN","PC_WKGPOP","A","1974",48.95116,
"USA","EMP","WOMEN","PC_WKGPOP","A","1975",48.39252,
"USA","EMP","WOMEN","PC_WKGPOP","A","1976",49.87927,
"USA","EMP","WOMEN","PC_WKGPOP","A","1977",51.40199,
"USA","EMP","WOMEN","PC_WKGPOP","A","1978",53.67879,
"USA","EMP","WOMEN","PC_WKGPOP","A","1979",55.05351,
"USA","EMP","WOMEN","PC_WKGPOP","A","1980",55.41032,
"USA","EMP","WOMEN","PC_WKGPOP","A","1981",55.86809,
"USA","EMP","WOMEN","PC_WKGPOP","A","1982",55.60231,
"USA","EMP","WOMEN","PC_WKGPOP","A","1983",56.16156,
"USA","EMP","WOMEN","PC_WKGPOP","A","1984",58.05714,
"USA","EMP","WOMEN","PC_WKGPOP","A","1985",59.28857,
"USA","EMP","WOMEN","PC_WKGPOP","A","1986",60.45193,
"USA","EMP","WOMEN","PC_WKGPOP","A","1987",61.90887,
"USA","EMP","WOMEN","PC_WKGPOP","A","1988",63.00823,
"USA","EMP","WOMEN","PC_WKGPOP","A","1989",64.07523,
"USA","EMP","WOMEN","PC_WKGPOP","A","1990",64.04324,
"USA","EMP","WOMEN","PC_WKGPOP","A","1991",63.32763,
"USA","EMP","WOMEN","PC_WKGPOP","A","1992",63.55009,
"USA","EMP","WOMEN","PC_WKGPOP","A","1993",63.99717,
"USA","EMP","WOMEN","PC_WKGPOP","A","1994",65.21908,
"USA","EMP","WOMEN","PC_WKGPOP","A","1995",65.77103,
"USA","EMP","WOMEN","PC_WKGPOP","A","1996",66.28711,
"USA","EMP","WOMEN","PC_WKGPOP","A","1997",67.13656,
"USA","EMP","WOMEN","PC_WKGPOP","A","1998",67.4146,
"USA","EMP","WOMEN","PC_WKGPOP","A","1999",67.64236,
"USA","EMP","WOMEN","PC_WKGPOP","A","2000",67.78897,
"USA","EMP","WOMEN","PC_WKGPOP","A","2001",67.09346,
"USA","EMP","WOMEN","PC_WKGPOP","A","2002",66.08681,
"USA","EMP","WOMEN","PC_WKGPOP","A","2003",65.68118,
"USA","EMP","WOMEN","PC_WKGPOP","A","2004",65.38918,
"USA","EMP","WOMEN","PC_WKGPOP","A","2005",65.61333,
"USA","EMP","WOMEN","PC_WKGPOP","A","2006",66.05067,
"USA","EMP","WOMEN","PC_WKGPOP","A","2007",65.92328,
"USA","EMP","WOMEN","PC_WKGPOP","A","2008",65.49688,
"USA","EMP","WOMEN","PC_WKGPOP","A","2009",63.40088,
"USA","EMP","WOMEN","PC_WKGPOP","A","2010",62.4269,
"USA","EMP","WOMEN","PC_WKGPOP","A","2011",62.01313,
"USA","EMP","WOMEN","PC_WKGPOP","A","2012",62.19418,
"USA","EMP","WOMEN","PC_WKGPOP","A","2013",62.34338,
"USA","EMP","WOMEN","PC_WKGPOP","A","2014",62.9986,
"USA","EMP","WOMEN","PC_WKGPOP","A","2015",63.42037,
"USA","EMP","WOMEN","PC_WKGPOP","A","2016",64.04713,
"USA","EMP","WOMEN","PC_WKGPOP","A","2017",64.94534,
"USA","EMP","WOMEN","PC_WKGPOP","A","2018",65.54647,
"USA","EMP","WOMEN","PC_WKGPOP","A","2019",66.34095,
"USA","EMP","WOMEN","PC_WKGPOP","A","2020",62.17853,
"USA","EMP","WOMEN","PC_WKGPOP","A","2021",64.64909,
"CHL","EMP","WOMEN","PC_WKGPOP","A","2005",38.03411,
"CHL","EMP","WOMEN","PC_WKGPOP","A","2006",39.14529,
"CHL","EMP","WOMEN","PC_WKGPOP","A","2007",40.43544,
"CHL","EMP","WOMEN","PC_WKGPOP","A","2008",42.06648,
"CHL","EMP","WOMEN","PC_WKGPOP","A","2009",42.17682,
"CHL","EMP","WOMEN","PC_WKGPOP","A","2010",47.2936,
"CHL","EMP","WOMEN","PC_WKGPOP","A","2011",49.82144,
"CHL","EMP","WOMEN","PC_WKGPOP","A","2012",50.75529,
"CHL","EMP","WOMEN","PC_WKGPOP","A","2013",51.77574,
"CHL","EMP","WOMEN","PC_WKGPOP","A","2014",52.49699,
"CHL","EMP","WOMEN","PC_WKGPOP","A","2015",52.64584,
"CHL","EMP","WOMEN","PC_WKGPOP","A","2016",53.11747,
"CHL","EMP","WOMEN","PC_WKGPOP","A","2017",54.11832,
"CHL","EMP","WOMEN","PC_WKGPOP","A","2018",54.54302,
"CHL","EMP","WOMEN","PC_WKGPOP","A","2019",54.95719,
"CHL","EMP","WOMEN","PC_WKGPOP","A","2020",46.62941,
"CHL","EMP","WOMEN","PC_WKGPOP","A","2021",48.96037,
"EST","EMP","WOMEN","PC_WKGPOP","A","2000",57.35,
"EST","EMP","WOMEN","PC_WKGPOP","A","2001",58.1,
"EST","EMP","WOMEN","PC_WKGPOP","A","2002",58.275,
"EST","EMP","WOMEN","PC_WKGPOP","A","2003",59.875,
"EST","EMP","WOMEN","PC_WKGPOP","A","2004",60.725,"B"
"EST","EMP","WOMEN","PC_WKGPOP","A","2005",63.1,
"EST","EMP","WOMEN","PC_WKGPOP","A","2006",65.575,
"EST","EMP","WOMEN","PC_WKGPOP","A","2007",66.25,
"EST","EMP","WOMEN","PC_WKGPOP","A","2008",66.6,"B"
"EST","EMP","WOMEN","PC_WKGPOP","A","2009",64.05,
"EST","EMP","WOMEN","PC_WKGPOP","A","2010",62.075,
"EST","EMP","WOMEN","PC_WKGPOP","A","2011",63.75,
"EST","EMP","WOMEN","PC_WKGPOP","A","2012",66.275,
"EST","EMP","WOMEN","PC_WKGPOP","A","2013",67.05,
"EST","EMP","WOMEN","PC_WKGPOP","A","2014",67.525,
"EST","EMP","WOMEN","PC_WKGPOP","A","2015",69.4,
"EST","EMP","WOMEN","PC_WKGPOP","A","2016",69.65,
"EST","EMP","WOMEN","PC_WKGPOP","A","2017",72.475,
"EST","EMP","WOMEN","PC_WKGPOP","A","2018",72.525,
"EST","EMP","WOMEN","PC_WKGPOP","A","2019",73.025,
"EST","EMP","WOMEN","PC_WKGPOP","A","2020",72.1,
"EST","EMP","WOMEN","PC_WKGPOP","A","2021",72.35,
"ISR","EMP","WOMEN","PC_WKGPOP","A","1995",48.09135,
"ISR","EMP","WOMEN","PC_WKGPOP","A","1996",48.63482,
"ISR","EMP","WOMEN","PC_WKGPOP","A","1997",48.39839,
"ISR","EMP","WOMEN","PC_WKGPOP","A","1998",48.74572,
"ISR","EMP","WOMEN","PC_WKGPOP","A","1999",49.79054,
"ISR","EMP","WOMEN","PC_WKGPOP","A","2000",50.90556,
"ISR","EMP","WOMEN","PC_WKGPOP","A","2001",50.4116,
"ISR","EMP","WOMEN","PC_WKGPOP","A","2002",50.19362,
"ISR","EMP","WOMEN","PC_WKGPOP","A","2003",50.61163,
"ISR","EMP","WOMEN","PC_WKGPOP","A","2004",51.04422,
"ISR","EMP","WOMEN","PC_WKGPOP","A","2005",52.51103,
"ISR","EMP","WOMEN","PC_WKGPOP","A","2006",53.34027,
"ISR","EMP","WOMEN","PC_WKGPOP","A","2007",54.63745,
"ISR","EMP","WOMEN","PC_WKGPOP","A","2008",55.63233,
"ISR","EMP","WOMEN","PC_WKGPOP","A","2009",55.9252,
"ISR","EMP","WOMEN","PC_WKGPOP","A","2010",56.93691,
"ISR","EMP","WOMEN","PC_WKGPOP","A","2011",57.46632,"B"
"ISR","EMP","WOMEN","PC_WKGPOP","A","2012",62.35833,
"ISR","EMP","WOMEN","PC_WKGPOP","A","2013",63,
"ISR","EMP","WOMEN","PC_WKGPOP","A","2014",64.23333,
"ISR","EMP","WOMEN","PC_WKGPOP","A","2015",64.55833,
"ISR","EMP","WOMEN","PC_WKGPOP","A","2016",65.2,
"ISR","EMP","WOMEN","PC_WKGPOP","A","2017",65.65,
"ISR","EMP","WOMEN","PC_WKGPOP","A","2018",66.41666,
"ISR","EMP","WOMEN","PC_WKGPOP","A","2019",66.44167,
"ISR","EMP","WOMEN","PC_WKGPOP","A","2020",64.86667,
"ISR","EMP","WOMEN","PC_WKGPOP","A","2021",65.09167,
"SVN","EMP","WOMEN","PC_WKGPOP","A","1999",57.7,
"SVN","EMP","WOMEN","PC_WKGPOP","A","2000",58.4,
"SVN","EMP","WOMEN","PC_WKGPOP","A","2001",58.825,
"SVN","EMP","WOMEN","PC_WKGPOP","A","2002",58.6,
"SVN","EMP","WOMEN","PC_WKGPOP","A","2003",57.65,
"SVN","EMP","WOMEN","PC_WKGPOP","A","2004",60.45,"B"
"SVN","EMP","WOMEN","PC_WKGPOP","A","2005",61.35,
"SVN","EMP","WOMEN","PC_WKGPOP","A","2006",61.85,
"SVN","EMP","WOMEN","PC_WKGPOP","A","2007",62.6,
"SVN","EMP","WOMEN","PC_WKGPOP","A","2008",64.225,"B"
"SVN","EMP","WOMEN","PC_WKGPOP","A","2009",63.45,
"SVN","EMP","WOMEN","PC_WKGPOP","A","2010",62.05,
"SVN","EMP","WOMEN","PC_WKGPOP","A","2011",60.475,
"SVN","EMP","WOMEN","PC_WKGPOP","A","2012",60.15,
"SVN","EMP","WOMEN","PC_WKGPOP","A","2013",58.85,
"SVN","EMP","WOMEN","PC_WKGPOP","A","2014",59.6,
"SVN","EMP","WOMEN","PC_WKGPOP","A","2015",60.575,
"SVN","EMP","WOMEN","PC_WKGPOP","A","2016",62.2,
"SVN","EMP","WOMEN","PC_WKGPOP","A","2017",65.375,
"SVN","EMP","WOMEN","PC_WKGPOP","A","2018",67.075,
"SVN","EMP","WOMEN","PC_WKGPOP","A","2019",68.15,
"SVN","EMP","WOMEN","PC_WKGPOP","A","2020",67.075,
"SVN","EMP","WOMEN","PC_WKGPOP","A","2021",68.15,
"ZAF","EMP","WOMEN","PC_WKGPOP","A","2000",38.95031,
"ZAF","EMP","WOMEN","PC_WKGPOP","A","2001",38.13864,
"ZAF","EMP","WOMEN","PC_WKGPOP","A","2002",36.06969,
"ZAF","EMP","WOMEN","PC_WKGPOP","A","2003",34.77884,
"ZAF","EMP","WOMEN","PC_WKGPOP","A","2004",34.4475,
"ZAF","EMP","WOMEN","PC_WKGPOP","A","2005",36.1606,
"ZAF","EMP","WOMEN","PC_WKGPOP","A","2006",37.79207,
"ZAF","EMP","WOMEN","PC_WKGPOP","A","2007",37.37424,"B"
"ZAF","EMP","WOMEN","PC_WKGPOP","A","2008",38.43212,
"ZAF","EMP","WOMEN","PC_WKGPOP","A","2009",37.27553,
"ZAF","EMP","WOMEN","PC_WKGPOP","A","2010",35.26815,
"ZAF","EMP","WOMEN","PC_WKGPOP","A","2011",35.60998,
"ZAF","EMP","WOMEN","PC_WKGPOP","A","2012",35.95408,
"ZAF","EMP","WOMEN","PC_WKGPOP","A","2013",36.93679,
"ZAF","EMP","WOMEN","PC_WKGPOP","A","2014",36.88358,
"ZAF","EMP","WOMEN","PC_WKGPOP","A","2015",37.66169,
"ZAF","EMP","WOMEN","PC_WKGPOP","A","2016",37.02309,
"ZAF","EMP","WOMEN","PC_WKGPOP","A","2017",37.71156,
"ZAF","EMP","WOMEN","PC_WKGPOP","A","2018",37.62133,
"ZAF","EMP","WOMEN","PC_WKGPOP","A","2019",37.00681,
"ZAF","EMP","WOMEN","PC_WKGPOP","A","2020",33.46181,
"ZAF","EMP","WOMEN","PC_WKGPOP","A","2021",31.85591,
"OECD","EMP","WOMEN","PC_WKGPOP","A","2007",56.90035,"E"
"OECD","EMP","WOMEN","PC_WKGPOP","A","2008",57.14084,"E"
"OECD","EMP","WOMEN","PC_WKGPOP","A","2009",56.29317,"E"
"OECD","EMP","WOMEN","PC_WKGPOP","A","2010",56.25093,"E"
"OECD","EMP","WOMEN","PC_WKGPOP","A","2011",56.55979,"E"
"OECD","EMP","WOMEN","PC_WKGPOP","A","2012",56.92436,"E"
"OECD","EMP","WOMEN","PC_WKGPOP","A","2013",57.30099,"E"
"OECD","EMP","WOMEN","PC_WKGPOP","A","2014",57.83887,"E"
"OECD","EMP","WOMEN","PC_WKGPOP","A","2015",58.47444,"E"
"OECD","EMP","WOMEN","PC_WKGPOP","A","2016",59.20714,"E"
"OECD","EMP","WOMEN","PC_WKGPOP","A","2017",60.01201,"E"
"OECD","EMP","WOMEN","PC_WKGPOP","A","2018",60.77423,"E"
"OECD","EMP","WOMEN","PC_WKGPOP","A","2019",61.44469,"E"
"OECD","EMP","WOMEN","PC_WKGPOP","A","2020",58.80664,"E"
"OECD","EMP","WOMEN","PC_WKGPOP","A","2021",60.43211,"E"
"G-7","EMP","WOMEN","PC_WKGPOP","A","2005",61.7607,"E"
"G-7","EMP","WOMEN","PC_WKGPOP","A","2006",62.4412,"E"
"G-7","EMP","WOMEN","PC_WKGPOP","A","2007",62.86172,"E"
"G-7","EMP","WOMEN","PC_WKGPOP","A","2008",62.99662,"E"
"G-7","EMP","WOMEN","PC_WKGPOP","A","2009",61.74732,"E"
"G-7","EMP","WOMEN","PC_WKGPOP","A","2010",61.43249,"E"
"G-7","EMP","WOMEN","PC_WKGPOP","A","2011",61.5585,"E"
"G-7","EMP","WOMEN","PC_WKGPOP","A","2012",61.78949,"E"
"G-7","EMP","WOMEN","PC_WKGPOP","A","2013",62.32731,"E"
"G-7","EMP","WOMEN","PC_WKGPOP","A","2014",63.03717,"E"
"G-7","EMP","WOMEN","PC_WKGPOP","A","2015",63.56331,"E"
"G-7","EMP","WOMEN","PC_WKGPOP","A","2016",64.35109,"E"
"G-7","EMP","WOMEN","PC_WKGPOP","A","2017",65.26292,"E"
"G-7","EMP","WOMEN","PC_WKGPOP","A","2018",66.12199,"E"
"G-7","EMP","WOMEN","PC_WKGPOP","A","2019",66.99001,"E"
"G-7","EMP","WOMEN","PC_WKGPOP","A","2020",64.59807,"E"
"G-7","EMP","WOMEN","PC_WKGPOP","A","2021",66.24799,"E"
"EA19","EMP","WOMEN","PC_WKGPOP","A","2005",55.35,
"EA19","EMP","WOMEN","PC_WKGPOP","A","2006",56.525,
"EA19","EMP","WOMEN","PC_WKGPOP","A","2007",57.725,
"EA19","EMP","WOMEN","PC_WKGPOP","A","2008",58.475,
"EA19","EMP","WOMEN","PC_WKGPOP","A","2009",57.875,
"EA19","EMP","WOMEN","PC_WKGPOP","A","2010",57.8,
"EA19","EMP","WOMEN","PC_WKGPOP","A","2011",58.15,
"EA19","EMP","WOMEN","PC_WKGPOP","A","2012",58.1,
"EA19","EMP","WOMEN","PC_WKGPOP","A","2013",58.15,
"EA19","EMP","WOMEN","PC_WKGPOP","A","2014",58.725,
"EA19","EMP","WOMEN","PC_WKGPOP","A","2015",59.425,
"EA19","EMP","WOMEN","PC_WKGPOP","A","2016",60.425,
"EA19","EMP","WOMEN","PC_WKGPOP","A","2017",61.3,
"EA19","EMP","WOMEN","PC_WKGPOP","A","2018",62.225,
"EA19","EMP","WOMEN","PC_WKGPOP","A","2019",63.05,
"EA19","EMP","WOMEN","PC_WKGPOP","A","2020",61.9,
"EA19","EMP","WOMEN","PC_WKGPOP","A","2021",63.25,
"COL","EMP","WOMEN","PC_WKGPOP","A","2007",45.99667,
"COL","EMP","WOMEN","PC_WKGPOP","A","2008",46.39083,
"COL","EMP","WOMEN","PC_WKGPOP","A","2009",48.78417,
"COL","EMP","WOMEN","PC_WKGPOP","A","2010",50.67333,
"COL","EMP","WOMEN","PC_WKGPOP","A","2011",52.31667,
"COL","EMP","WOMEN","PC_WKGPOP","A","2012",53.9825,
"COL","EMP","WOMEN","PC_WKGPOP","A","2013",54.41667,
"COL","EMP","WOMEN","PC_WKGPOP","A","2014",55.02167,
"COL","EMP","WOMEN","PC_WKGPOP","A","2015",55.92667,
"COL","EMP","WOMEN","PC_WKGPOP","A","2016",55.80333,
"COL","EMP","WOMEN","PC_WKGPOP","A","2017",55.80416,
"COL","EMP","WOMEN","PC_WKGPOP","A","2018",55.05833,
"COL","EMP","WOMEN","PC_WKGPOP","A","2019",53.9825,
"COL","EMP","WOMEN","PC_WKGPOP","A","2020",45.65917,
"COL","EMP","WOMEN","PC_WKGPOP","A","2021",44.59667,
"LVA","EMP","WOMEN","PC_WKGPOP","A","2002",56.2,
"LVA","EMP","WOMEN","PC_WKGPOP","A","2003",56.825,
"LVA","EMP","WOMEN","PC_WKGPOP","A","2004",57.15,"B"
"LVA","EMP","WOMEN","PC_WKGPOP","A","2005",58.225,
"LVA","EMP","WOMEN","PC_WKGPOP","A","2006",61.8,
"LVA","EMP","WOMEN","PC_WKGPOP","A","2007",63.95,
"LVA","EMP","WOMEN","PC_WKGPOP","A","2008",65.225,"B"
"LVA","EMP","WOMEN","PC_WKGPOP","A","2009",60.175,
"LVA","EMP","WOMEN","PC_WKGPOP","A","2010",58.775,
"LVA","EMP","WOMEN","PC_WKGPOP","A","2011",60.05,
"LVA","EMP","WOMEN","PC_WKGPOP","A","2012",61.575,
"LVA","EMP","WOMEN","PC_WKGPOP","A","2013",63.2,
"LVA","EMP","WOMEN","PC_WKGPOP","A","2014",64.275,
"LVA","EMP","WOMEN","PC_WKGPOP","A","2015",66.325,
"LVA","EMP","WOMEN","PC_WKGPOP","A","2016",67.425,
"LVA","EMP","WOMEN","PC_WKGPOP","A","2017",68.3,
"LVA","EMP","WOMEN","PC_WKGPOP","A","2018",70.025,
"LVA","EMP","WOMEN","PC_WKGPOP","A","2019",70.675,
"LVA","EMP","WOMEN","PC_WKGPOP","A","2020",70.05,
"LVA","EMP","WOMEN","PC_WKGPOP","A","2021",67.975,
"LTU","EMP","WOMEN","PC_WKGPOP","A","2005",59.55,
"LTU","EMP","WOMEN","PC_WKGPOP","A","2006",60.95,
"LTU","EMP","WOMEN","PC_WKGPOP","A","2007",62.025,
"LTU","EMP","WOMEN","PC_WKGPOP","A","2008",61.775,
"LTU","EMP","WOMEN","PC_WKGPOP","A","2009",60.425,
"LTU","EMP","WOMEN","PC_WKGPOP","A","2010",58.55,
"LTU","EMP","WOMEN","PC_WKGPOP","A","2011",60.25,
"LTU","EMP","WOMEN","PC_WKGPOP","A","2012",61.8,
"LTU","EMP","WOMEN","PC_WKGPOP","A","2013",62.825,
"LTU","EMP","WOMEN","PC_WKGPOP","A","2014",64.875,
"LTU","EMP","WOMEN","PC_WKGPOP","A","2015",66.475,
"LTU","EMP","WOMEN","PC_WKGPOP","A","2016",68.825,
"LTU","EMP","WOMEN","PC_WKGPOP","A","2017",70.225,
"LTU","EMP","WOMEN","PC_WKGPOP","A","2018",71.575,
"LTU","EMP","WOMEN","PC_WKGPOP","A","2019",72.525,
"LTU","EMP","WOMEN","PC_WKGPOP","A","2020",71,"B"
"LTU","EMP","WOMEN","PC_WKGPOP","A","2021",71.925,
"EU27_2020","EMP","WOMEN","PC_WKGPOP","A","2005",54.65,
"EU27_2020","EMP","WOMEN","PC_WKGPOP","A","2006",55.85,
"EU27_2020","EMP","WOMEN","PC_WKGPOP","A","2007",57.025,
"EU27_2020","EMP","WOMEN","PC_WKGPOP","A","2008",57.775,
"EU27_2020","EMP","WOMEN","PC_WKGPOP","A","2009",56.675,
"EU27_2020","EMP","WOMEN","PC_WKGPOP","A","2010",56.75,
"EU27_2020","EMP","WOMEN","PC_WKGPOP","A","2011",57.075,
"EU27_2020","EMP","WOMEN","PC_WKGPOP","A","2012",57.225,
"EU27_2020","EMP","WOMEN","PC_WKGPOP","A","2013",57.35,
"EU27_2020","EMP","WOMEN","PC_WKGPOP","A","2014",58.175,
"EU27_2020","EMP","WOMEN","PC_WKGPOP","A","2015",59.05,
"EU27_2020","EMP","WOMEN","PC_WKGPOP","A","2016",60.125,
"EU27_2020","EMP","WOMEN","PC_WKGPOP","A","2017",61.225,
"EU27_2020","EMP","WOMEN","PC_WKGPOP","A","2018",62.175,
"EU27_2020","EMP","WOMEN","PC_WKGPOP","A","2019",62.95,
"EU27_2020","EMP","WOMEN","PC_WKGPOP","A","2020",61.95,
"EU27_2020","EMP","WOMEN","PC_WKGPOP","A","2021",63.375,
"RUS","EMP","WOMEN","PC_WKGPOP","A","2010",63.34378,
"RUS","EMP","WOMEN","PC_WKGPOP","A","2011",63.9917,
"RUS","EMP","WOMEN","PC_WKGPOP","A","2012",64.74722,
"RUS","EMP","WOMEN","PC_WKGPOP","A","2013",64.38351,
"RUS","EMP","WOMEN","PC_WKGPOP","A","2014",64.8216,
"RUS","EMP","WOMEN","PC_WKGPOP","A","2015",64.56699,
"RUS","EMP","WOMEN","PC_WKGPOP","A","2016",65.21121,
"RUS","EMP","WOMEN","PC_WKGPOP","A","2017",65.45577,
"RUS","EMP","WOMEN","PC_WKGPOP","A","2018",66.12743,
"RUS","EMP","WOMEN","PC_WKGPOP","A","2019",66.10271,
"RUS","EMP","WOMEN","PC_WKGPOP","A","2020",65.49014,
"RUS","EMP","WOMEN","PC_WKGPOP","A","2021",67.01684,
"CRI","EMP","WOMEN","PC_WKGPOP","A","2011",43.04222,
"CRI","EMP","WOMEN","PC_WKGPOP","A","2012",48.68605,
"CRI","EMP","WOMEN","PC_WKGPOP","A","2013",48.67971,
"CRI","EMP","WOMEN","PC_WKGPOP","A","2014",47.95067,
"CRI","EMP","WOMEN","PC_WKGPOP","A","2015",47.18144,
"CRI","EMP","WOMEN","PC_WKGPOP","A","2016",44.25652,
"CRI","EMP","WOMEN","PC_WKGPOP","A","2017",45.04931,
"CRI","EMP","WOMEN","PC_WKGPOP","A","2018",46.62734,
"CRI","EMP","WOMEN","PC_WKGPOP","A","2019",48.56737,
"CRI","EMP","WOMEN","PC_WKGPOP","A","2020",41.43744,
"CRI","EMP","WOMEN","PC_WKGPOP","A","2021",43.92369,
